Actual,MLE Predictions,MAP Predictions
123,101.3938418254263,93.18449325323355
314,214.15200601769965,234.19909914131935
90,248.8086046978615,153.2820966614166
28,159.22918448219198,41.78440731548521
156,205.56022286466606,276.3539368612351
106,300.2245521550583,144.04253909366332
158,231.42665666056274,199.97992700507143
275,336.86199568519646,355.7475067256649
5,12.553985425304745,21.600254563485194
222,191.69325163242635,271.281419578398
240,288.95001222028566,235.04702865884505
1,122.34117588077982,12.907301619801073
39,173.35058367672858,26.580510898658325
5,71.82452840324306,27.333160876479546
148,211.50760719466302,126.6450533946506
26,260.2591960160453,83.51659655939496
38,78.7060818391641,102.08528060123483
165,227.69057716403884,192.92145220296732
2,192.0447069846247,31.555661466449983
446,359.7469297027343,470.46942714150083
2,27.734912115660677,-6.446159340137636
39,226.9920542003069,80.26341917466348
88,258.3067079854794,247.7948543929675
87,130.7004145529495,79.67334476220078
537,329.8507888839058,344.2486981958277
149,264.059223803952,197.88613375803027
5,126.04272543736599,29.979891138873146
55,151.01612277695276,104.47239011951132
91,144.22178185074333,137.92914933335464
146,320.2227770820235,168.8047136681545
54,1.512862609428396,176.21911156141596
151,286.08934583433665,158.3759347498274
176,294.505954410933,228.55850805451894
2,36.32564045455838,-14.579472072943847
282,264.70369139534114,311.5494637301595
48,56.25595851162532,191.26087204879676
218,223.21846431419863,263.0976730360023
145,175.9951430647549,152.7439890248983
148,158.24067117020152,73.31265193852009
99,211.10477677337778,205.55869073973977
1,143.8874391456311,15.89814115155627
177,213.69651551863657,183.20616731901106
3,-4.7588121875992755,9.86669583415479
112,328.5967428296607,169.43052916505908
46,88.87863274503934,72.94625525040725
21,161.4127303043651,33.424352927597326
44,110.57388118476845,19.539361658722964
233,188.0874047638159,185.25145377807942
3,142.7651649063777,-4.887374523664651
151,290.2612278402448,172.21043673855883
77,208.62015329858025,334.1268487716631
594,356.65434710363945,444.86557918635293
10,130.99505248579217,41.67957956511329
152,142.4601965414512,111.49222894998402
11,21.512916157019532,13.721922311292438
33,111.25144282428695,60.88307296396997
349,247.96526316145471,251.00100344220675
583,175.61205252392955,467.2301221283384
65,315.5968850741111,97.16579105161942
448,306.65305625650024,472.02913616038234
9,226.72694209479974,37.66564114344726
558,248.92546157311293,362.64916069280997
11,51.912429226249685,23.162804114657796
365,420.5711828146434,470.85533065947254
327,254.54375041723645,330.405037482595
285,242.83586420370156,367.1408324474893
528,242.77012449368183,472.32286162263716
307,306.93670518222825,356.949940133475
45,165.78668014082373,57.847972622046946
431,199.06182050314996,338.70799969176056
370,152.50470409420194,307.61566781319885
461,195.07326380914847,285.10704186939614
152,160.644557050728,177.54727620172974
131,127.83422921147323,286.89934772846055
380,245.36450531221615,261.8079585681015
591,334.1435999835254,401.28298007484244
164,321.1620173335706,190.96174499336126
346,178.30176118825042,219.33380522048705
186,242.88337116996937,224.54837401651426
209,192.95129398111928,216.22628520531006
59,188.12389933034504,49.52305424351372
245,303.8599401248124,348.43857782656397
375,428.6078717727801,442.0390843084249
200,159.99336993402719,177.4982536597884
23,127.01005155261126,-0.4005719736866205
203,219.18118121277573,163.07372103414477
363,269.7702796377732,325.1338179392886
124,153.04297413947253,133.89556072127687
5,156.8659792630515,48.32437039683087
275,175.27932817956585,264.1289097055177
24,-8.016970355957795,32.99199018067146
749,360.01325560389944,623.3311997275787
20,136.75406827205555,35.58656928055881
361,226.65075111573177,344.95380444308375
421,292.32577729190405,434.27951063394045
666,154.03541837646185,463.51758102407
201,269.937877405373,302.9449927132976
18,100.58723208659544,22.81397674265665
207,212.40198056012756,176.95995112595278
18,253.45881792039475,43.15083834474398
30,193.3571211646981,-31.127817825997933
35,208.2203685229886,220.98578317208865
206,203.35208704079605,216.22814653089065
386,277.2658854795236,344.64159607148247
54,209.9391776491717,34.85574526473098
159,200.2303332748083,187.30942397473862
98,260.9712562101654,144.56298371000437
345,233.76756627111857,391.24515799107945
591,265.9896266411264,493.12483906067513
306,284.51144385835914,252.83324417953344
115,203.2288849270167,176.35091670916833
68,52.05509092169706,56.6684535935123
17,20.35847732280824,21.345370864018335
66,174.4197284895979,43.49541746130109
31,64.1030301631755,24.44884610102915
119,167.07653654426994,98.35615147694344
198,202.36561573295845,264.30627484023876
7,122.47007027567815,21.47437270082691
607,395.7111932319052,473.01478472701933
387,340.6509394180142,406.2368243956929
166,222.31086416666392,183.97748126898458
236,298.6235292995244,229.85837125394795
108,328.1788911990576,165.5158162711115
281,259.58982908525934,254.41512502772602
70,280.33374159377934,102.01235532761322
25,83.8343254465721,17.613389615480656
23,-34.63720263281465,13.838114667626508
216,245.7957691540599,269.84094002017036
17,167.61858313242308,39.73787959278761
152,228.96003271382745,137.25362125282936
167,230.12523190488068,132.92002375424488
306,310.04679667720575,361.37698480454503
795,372.98251389992936,645.2237582337701
373,261.8274482839614,326.903031003621
368,136.92964666487066,283.51892902149
297,136.52421463218766,200.8431641609035
530,292.9768331594637,389.9987276618969
22,98.47867636535287,18.445631988364543
174,175.55454389935568,147.28276939870742
27,124.94045379664294,36.747136704045595
236,162.51154318204289,266.69068092386914
454,190.92255406258874,332.15383626337814
354,213.75946625771462,321.8114888987762
254,371.66586928962647,348.25394044153416
151,230.81569599466926,216.8780557656551
338,226.50984881796538,260.1268221782773
120,211.32178069623993,201.0833888860698
276,241.2747422007902,284.44378946601734
398,130.36276278236463,336.10346662186015
4,-11.128922872552337,19.581230613139574
24,-43.249907656822245,1.6808861082886288
159,200.89106463891844,194.81871626616694
42,108.12935894756916,36.89599413685051
106,86.85219891432212,91.99913144920053
261,297.10307923479763,244.42252778626735
177,269.77399778430697,431.2188678539466
511,289.7732382445778,417.22393865984014
250,134.82582828479494,256.5261843632334
118,109.79382473132273,103.32526620509803
8,180.77346817336004,39.00038945787502
360,280.9699622628532,349.6967399766263
601,272.9539578757864,454.7128727310971
5,-5.889415973770511,-7.592799262394152
37,199.8497586254475,28.415429473779767
5,42.34639263078044,16.077863360169975
214,311.81490147691613,178.3164104453798
36,90.32888933579164,50.1818640558749
152,122.04562236529904,142.31990087281693
59,67.13174075956236,63.284136539086376
108,163.0956515147858,95.80483566722606
348,307.1453384566445,354.87963527297325
233,97.39848295123625,160.17921762809323
296,318.7225774570145,306.2830094619869
221,173.23837323747665,175.32459002527781
345,265.08676005551956,330.405037482595
225,196.6993184848245,300.506354535266
8,102.85578389780201,28.826620215692405
52,56.39427848830212,57.44772444861834
108,121.6467080332967,132.61544378680406
106,235.93595564707286,87.09351019343926
78,126.47790646501684,97.25987293908499
13,98.88307487676138,2.9451431225672526
9,194.74826295152943,39.44979753511077
62,319.71470006214963,124.68312979798002
857,381.0061075621611,654.1779826732319
14,141.62308002765639,35.16273442960829
33,202.39609071937858,27.858006886788285
451,286.0404944512088,311.90711592807224
30,231.902937849229,40.29991580611301
410,166.13980734453753,285.10704186939614
36,157.1598889980493,88.5373849376961
13,-35.555862572481146,-18.484984051211047
310,258.3258498160609,213.6902866252057
270,366.0942632689374,338.69515366160573
27,104.38438271859877,43.15413574919912
8,134.37401923777034,10.339516272633414
245,283.4689220364837,244.67891992188964
140,305.5787670033815,171.08108522890498
239,243.43412261482231,332.39468534139735
459,264.7678241300681,305.37236450106616
15,69.53468273706682,9.981801702132891
210,298.1365038324956,316.47130320965437
42,189.38797738160045,239.28538227160323
112,167.86099853616855,99.448988813782
7,-21.840549047695028,-1.4705552797427455
1,113.18756557225456,14.667260410021758
180,359.961536017047,326.10649426855764
310,218.12112205825747,314.08644697606707
188,192.9020466033725,161.03291384156083
5,13.18365930531661,20.746332470545216
226,148.08664551390433,162.53242867310496
128,-9.660915004591615,100.63753247996956
634,228.97442077242093,455.76723904316015
207,158.62209023028643,231.80033460158927
365,234.03518484196277,225.03721026036737
90,251.5201186377856,81.82553853998579
91,187.52855065921725,73.88270958396167
127,247.79046643644918,201.3818008676617
575,287.0972536572775,380.4215151264631
584,251.88677539637715,341.0892692392205
118,296.9342711601729,126.92396088429693
123,221.88344309006854,180.22622668520486
317,113.96902969630068,285.00501175550727
212,96.27665939411341,204.2555088705157
178,276.6284011860729,321.4118517739424
153,276.43212279116926,182.63191975050756
464,263.2266080647843,386.476212573928
146,162.06569575692478,48.12439110704494
230,341.16970339064335,257.38793341500843
113,250.6430378853391,136.37710524546642
34,173.62495487785247,48.95861081082015
662,355.7967971255739,485.399628164392
64,58.87722840087737,36.95611133910004
67,112.01526661197667,86.77154441942284
710,161.10868587180173,438.93590448212876
105,321.3777030203644,167.98004305269902
358,167.53581437082372,307.54480434426415
271,260.794961746112,340.78568428845807
26,187.661053283757,17.98904278620415
14,212.9256976851133,35.43105101825261
287,351.396526037791,348.7067349685609
122,189.19513392145583,166.86059378133686
13,199.63308070481705,38.36888484435962
228,95.06532151861656,109.45097789029276
330,313.6131226493619,328.8829843160903
37,189.59224619994146,63.803076353059694
348,273.67256679738307,396.97537819324083
5,112.29455644558993,19.407038420434812
154,218.60603679645874,188.37264472218445
7,93.33994385997586,26.5230973300242
125,168.62848237522422,100.68349634050689
732,376.2163257143628,649.6241931977729
71,176.18747270552677,37.37857691942514
263,153.17701526474204,292.03543463552705
524,243.19032903181792,399.10001677488935
123,130.28245771054944,54.51109481329854
292,162.3414988859831,171.98615345039022
6,109.66341698689072,31.580681410878473
6,266.3212979334277,41.47121324274459
374,215.41162572109707,301.67485649689417
48,64.02768529573596,56.27446209198834
120,178.80716686084813,61.788576179778346
5,159.17097462139017,34.1735501422369
76,-14.08149894337673,63.538592501905626
122,114.5363878872819,84.65373323865573
64,188.06115918700945,65.89230195164996
71,108.62163613678388,148.54184470451594
30,106.96537859706845,76.89304995750459
239,321.7937999718539,261.9961317167065
99,49.73570667386049,85.92713932682645
31,101.50358855893501,70.01562376118609
316,407.3554530024197,296.75680355777075
7,96.38271060365497,26.03653110169124
419,254.20687574337612,364.9132593065264
528,352.17009884587253,528.172587610988
140,178.63256954130242,120.26921434602195
6,114.80108361998009,23.086786078279626
442,243.9735754897644,340.45405477522735
285,454.1711529954075,290.3782392173078
5,1.6606706363162118,0.6818211200933098
135,320.65832258151363,178.02502171240033
1,-0.14017244094085868,-1.2003185889547956
55,-12.857891694193682,47.52124670410846
16,-124.76694215068702,3.1828110385834116
156,141.14531797703242,200.9429038066305
729,253.4987084107852,467.56358511836385
189,151.76967012000364,205.16229675747283
334,300.037375568876,279.00250510346405
5,-13.644549717430849,9.672453937086763
232,233.6625851295032,240.47407739977191
16,119.50155581764986,22.509657601720857
192,184.8797938081561,210.45900089470368
295,211.46075662508767,323.00330542580775
10,169.59330830791052,34.95682162741401
45,168.62301652239083,9.879107115146818
55,82.06960357400449,130.98662167123447
33,84.99718750893773,44.1211368297
129,200.80127166913306,104.33062905210299
230,202.87348164213034,284.4782992508813
230,243.61372531241832,175.04755601045372
18,82.40739168684065,111.9802902946259
289,349.01154274933674,299.857465342123
1,-78.47708322537365,-15.631109805205048
192,-37.46928478276283,225.10224378826237
522,314.82932401709286,442.6722211817283
144,311.1998969227951,166.34276763598362
452,289.1905229266547,334.8369244540744
81,246.79922799807744,98.93214045568901
349,229.18088915185476,276.8792854789598
95,-51.145406767190366,95.99652546571551
26,168.47741325042497,69.47685665275726
37,125.30858837895809,76.07578021571665
37,161.2580051770524,45.287689797032
274,355.07290217168963,327.808590633168
10,88.136713679396,22.702919028893874
172,279.90280056127904,241.48843650421148
31,154.59760387687365,147.98176559342306
77,140.41321642991338,93.89356528990199
466,249.3193761760704,327.43267072554494
123,397.97356918580203,204.06018163698434
4,50.554812387155295,-16.352977299991476
3,93.88504726797117,31.436189737752656
6,177.61948372616294,30.330263200499815
108,192.95286787158415,104.85597468950681
199,218.69299145730454,231.90112499674623
74,-43.92700015646268,104.38878706374932
120,247.99688800110286,165.7492530760529
230,296.0676283680772,248.525923424537
335,193.130082314783,231.3289006567864
5,43.91673169474137,23.8473009467477
152,326.58510031479886,403.1349694158292
96,122.23910160046006,100.47005924340081
557,139.68100220825255,456.8337961565741
106,204.9324940087819,94.50406837676356
125,344.45282662598925,168.60593684930296
273,129.51617465291568,255.54346033956045
72,120.26337036523617,84.54891408055565
237,265.39993984934074,232.07126781419493
327,197.4142361399255,213.63902907374361
706,357.71179559814516,489.492050987106
154,233.9440101078549,188.37264472218445
326,94.07170131395367,201.37657980892502
489,397.50346615164347,363.7998204939564
212,335.94673083693203,246.12594814258142
534,418.3815996530608,528.9856697759612
141,219.91607885763634,310.4597837619303
54,143.98404567735548,60.130338201445156
177,213.2204120344752,180.8814421480541
236,287.20533721231357,314.83991045989154
23,130.0038720019613,36.74716164261185
334,278.6791999657388,366.43119659119844
12,155.13606620794957,22.899443232993388
487,428.3418799950349,526.6302117456302
285,193.9434845796247,279.59874735038727
296,253.50503221308057,415.69983875961907
318,193.6982134009837,315.54070381283935
54,138.88271840278802,78.86553790489609
288,358.75447198936604,348.25394044153416
416,359.78564453940373,371.46537417909104
139,180.7370802962385,175.85580251129437
8,80.00548921976893,9.262710697382829
24,23.11307747684978,49.8763326246944
46,30.454265080436002,56.6684535935123
205,97.85336331934667,176.56918658301552
216,338.4805646877327,235.04702865884505
481,196.6667777645792,331.1398477001448
14,99.8343274493776,32.569644883566305
343,279.5555575538674,327.3817677091669
171,350.0025122899182,190.4263181342579
184,291.1035634075604,312.26724023736153
217,315.02886623873246,340.90136455600964
298,224.46928922687925,337.29017655473444
282,319.3834004621,345.35758791422944
218,206.72490646018176,215.99501196770905
302,329.0800897003953,354.87963527297325
138,262.65368105617256,111.56366733407299
8,93.91326219346305,26.748770160625856
298,248.43741888607659,244.6244796385639
182,263.9487409931447,232.07126781419493
291,340.1620368756286,391.6285036084229
76,155.6517805563956,205.003792005502
315,78.4156077926888,259.49639531841075
58,7.18678298649823,-3.515557552022393
428,197.9677226076036,355.70318765595005
267,246.23049240753815,249.55470818418112
354,173.1926989639813,292.9048968259335
291,335.03254421547933,351.0326317703259
168,200.43565952698006,214.82126323331633
304,89.33675336419664,203.70299364190265
224,198.0066951408984,220.8668668717696
142,217.28800862928955,195.27068991805615
49,60.916209981779076,80.36191332662027
593,378.71687220620163,597.6589635889899
448,400.13682801058064,391.939232082938
246,68.73697145740667,199.47984500237393
170,152.7303056606614,138.39025502273756
222,287.41262903428697,192.56836844785545
26,107.99709208196876,16.58169149766216
286,319.4658241124406,284.3831800752294
834,363.6925611796071,644.1463092519714
271,211.51823227712927,232.7847263227038
7,123.57311735678363,23.250287461667586
113,290.1311528441531,149.6224880825815
519,297.3622867794643,516.9305180350472
218,233.36688557246012,238.061347263799
5,136.9567831255457,20.411814453669503
20,70.24798474113419,21.779987128146843
293,284.6536064490988,339.3270119573075
31,115.85948371673831,21.528690094429415
136,221.44161872987743,189.08200649862658
3,74.79662476986482,21.940619310184523
187,212.33383574019908,121.63123153567464
134,155.14896201976012,97.90866149694762
2,138.82449841312334,22.3692986986684
195,52.00464490374344,202.2786200342059
41,154.9266596335062,57.294770745301975
218,290.69086357010974,313.1207463066244
278,366.63363245497635,405.9075007174712
79,140.8665445224038,71.57560323303804
114,155.38766033033951,104.27125731719089
133,268.02534026029844,128.2660684985383
123,213.24470401723434,120.76123233285857
25,69.11244091448462,32.99926937050188
292,110.06056174510385,206.47367207286592
48,120.71761405796323,188.64372945222414
120,201.43206900099258,115.64714843504086
25,63.5100071386309,49.41038736563685
148,172.19088495807688,194.0777510269042
174,352.33063022975966,317.0201432360004
852,360.1084047574898,663.6124048718572
3,-9.895832866754418,3.5801025863712286
106,296.1927061706807,161.32632501142933
1,72.23120054496596,17.960116850552826
109,72.01482073164951,83.46204412983765
45,6.167841905571379,17.53009787117367
28,72.5889499257426,19.80047851208685
313,288.1434432630988,238.69008587577582
86,191.22216124802284,117.19454161861032
178,5.406030416879332,201.49934917909985
514,401.9945845585456,415.6487775649799
90,150.8551967801902,152.70315401391912
291,167.15189419892735,314.3358700672457
267,336.485129109059,243.4982022887834
24,170.11531886377443,18.05048882097991
35,180.3747449133716,88.64479131680486
431,299.81704247876087,329.3738627534682
39,253.60448427721778,206.19365072454156
171,285.4344239579889,125.71326663699294
119,115.56252715269565,122.50735353146419
10,-67.57223663453915,18.675177423434526
211,221.07836466598613,306.89221781127486
108,107.30907330884847,164.12992058095776
4,196.76227590543616,25.529223595546146
86,120.70174180384689,174.56798346630526
310,270.0007535376278,334.7696177320208
6,90.42737612342246,14.51430263612075
509,302.2952343214174,397.80023728167833
149,184.32792496351627,180.92104324101965
612,427.2854733475913,499.78081739878706
265,206.06020836185778,333.41306393235413
185,272.4455259398769,201.15936871542863
5,11.42886181089365,22.584288559662482
529,338.01720229227215,433.15017382298447
151,199.1469721014753,129.22576698346472
9,116.41969072950295,31.545409662252126
229,279.91178606682195,231.3908365346159
265,342.97170848153405,311.554950232725
551,411.8011244179943,384.33305191552586
234,21.418302679075026,182.6517815276416
167,103.92500977357784,198.18556866522968
370,276.02321497751075,247.59647155795656
38,138.2852018593123,230.31824413477693
15,118.7138327242898,38.6931743223967
53,158.11069127724332,44.39948929600955
646,232.6870729866331,422.2664609374008
195,228.306585895593,191.63254091223698
39,127.78975384747898,46.39327504085372
136,102.76009795936218,127.3500112954883
62,194.94156079445983,17.96444721697687
211,209.38790785259434,261.53637569034663
4,56.652618651139704,7.662103616564537
32,165.69304378497156,80.91359962060125
45,224.58362911830446,97.08513498072627
